country,year,labour_participation_rate,birth_rate,fertility_rate,mean_age_bearing,housing_value,total_deaths,death_rate,life_expectancy,total_pop,male_pop,female_pop,pop_density,median_age,pop_growth_rate,gender_wage_gap_perc,average_wage_rate,internet_access_perc,education_rate,crude_marriage_rate,crude_divorce_rate,suicide_rate,time
Norway,2013,57.02273021,58,1.78,30.5,91.75,41,8.1,81.7,5081,2552,2529,16.7,38.0,1.14,6.597045339,55851.64417,94.2851,39.770252,4.7,2.0,11.0,8
Norway,2014,54.41388724,59,1.75,30.6,94.25,40,7.9,82.1,5138,2583,2555,16.9,38.1,1.1,5.8006941,56104.09754,93.0669,41.757915,4.6,1.9,10.8,9
Norway,2015,55.90318376,59,1.73,30.7,100.0,41,7.9,82.3,5190,2612,2578,17.1,38.2,0.93,6.957773513,56384.72115,96.6041,42.706734,4.5,1.9,11.4,10
Norway,2016,54.5613565,59,1.71,30.8,107.025,41,7.8,82.4,5237,2637,2599,17.2,38.3,0.85,6.306306306,55473.13671,97.0455,43.016758,4.5,1.9,11.8,11
Norway,2005,66.53732938,57,1.84,29.8,54.775,41,8.9,80.2,4624,2293,2330,15.2,36.9,0.73,8.624376336,45340.05552,64.0064,32.692787,4.8,2.4,11.7,0
Norway,2006,68.16645319,58,1.9,29.8,62.275,41,8.9,80.4,4661,2314,2347,15.3,37.1,0.88,8.210742388,47150.40725,68.7942,32.926327,4.7,2.3,11.7,1
Norway,2007,69.61675361,58,1.91,29.9,70.1,42,8.9,80.5,4710,2343,2367,15.5,37.3,1.19,8.789439794,49243.96203,77.5907,34.198307,5.0,2.2,10.6,2
Norway,2008,69.90114636,60,1.96,29.9,69.35,42,8.8,80.7,4769,2378,2391,15.7,37.4,1.3,8.757575758,50279.3472,83.9703,36.004189,5.3,2.1,10.7,3
Norway,2009,69.49884235,61,1.98,30.0,70.675,41,8.6,80.9,4829,2411,2418,15.9,37.6,1.22,8.284371328,50803.88349,85.564,36.698498,5.0,2.1,12.1,4
Norway,2010,69.57597628,61,1.94,30.1,76.475,41,8.5,81.0,4890,2444,2446,16.1,37.7,1.27,7.236095346,51471.08353,89.7907,37.284328,4.8,2.1,11.4,5
Norway,2011,70.41376585,60,1.88,30.2,82.6,41,8.4,81.2,4954,2480,2473,16.3,37.8,1.32,7.144812483,53279.98903,92.2364,38.053513,4.6,2.1,12.2,6
Norway,2012,71.75465947,60,1.85,30.3,88.2,42,8.4,81.4,5019,2518,2501,16.5,37.9,1.3,5.792118487,54731.79564,92.6922,38.561893,4.8,2.0,10.4,7
Norway,2013,71.95323831,58,1.78,30.5,91.75,41,8.1,81.7,5081,2552,2529,16.7,38.0,1.14,6.597045339,55851.64417,94.2851,39.770252,4.7,2.0,11.0,8
Norway,2014,73.11822179,59,1.75,30.6,94.25,40,7.9,82.1,5138,2583,2555,16.9,38.1,1.1,5.8006941,56104.09754,93.0669,41.757915,4.6,1.9,10.8,9
Norway,2015,73.3939827,59,1.73,30.7,100.0,41,7.9,82.3,5190,2612,2578,17.1,38.2,0.93,6.957773513,56384.72115,96.6041,42.706734,4.5,1.9,11.4,10
Norway,2016,74.06658994,59,1.71,30.8,107.025,41,7.8,82.4,5237,2637,2599,17.2,38.3,0.85,6.306306306,55473.13671,97.0455,43.016758,4.5,1.9,11.8,11
Poland,2006,34.16612255,381,1.27,28.3,76.515,370,9.6,75.3,38547,18694,19853,125.9,35.9,-0.1,11.44042048,22880.07101,35.9392,17.891872,5.9,1.9,15.1,1
Poland,2008,33.06681473,417,1.39,28.4,112.9175,380,9.9,75.6,38523,18664,19859,125.8,36.4,0.04,12.99382224,24874.98188,47.6019,19.565832,6.8,1.7,14.7,3
Poland,2010,34.58007075,423,1.41,28.7,105.61,379,9.8,76.3,38597,18693,19904,126.1,36.9,0.09,7.190207044,25511.56122,63.4403,22.468407,6.0,1.6,16.3,5
Poland,2012,33.57946252,396,1.33,28.9,102.005,385,10.0,76.7,38626,18701,19924,126.1,37.6,-0.01,10.62015527,25217.82482,70.4944,24.512804,5.4,1.7,16.2,7
Poland,2014,33.86147425,386,1.33,29.1,98.5,377,9.8,77.6,38582,18676,19906,126.0,38.3,-0.04,11.07286288,26025.52679,74.7601,26.995474,5.0,1.7,15.1,9
Poland,2016,34.5085549,390,1.39,29.3,101.8575,389,10.1,77.8,38532,18648,19885,125.8,39.1,0.0,9.417880936,28050.68966,80.4457,28.711193,5.1,1.7,11.9,11
Poland,2018,35.08575788,399,1.48,29.6,112.7425,415,10.8,77.6,38521,18640,19881,125.8,39.8,-0.06,11.49790995,31213.41331,84.1884,30.919592,5.1,1.7,11.3,13
Poland,2006,30.6554224,381,1.27,28.3,76.515,370,9.6,75.3,38547,18694,19853,125.9,35.9,-0.1,11.44042048,22880.07101,35.9392,17.891872,5.9,1.9,15.1,1
Poland,2008,33.3458348,417,1.39,28.4,112.9175,380,9.9,75.6,38523,18664,19859,125.8,36.4,0.04,12.99382224,24874.98188,47.6019,19.565832,6.8,1.7,14.7,3
Poland,2010,36.69860575,423,1.41,28.7,105.61,379,9.8,76.3,38597,18693,19904,126.1,36.9,0.09,7.190207044,25511.56122,63.4403,22.468407,6.0,1.6,16.3,5
Poland,2012,41.7647611,396,1.33,28.9,102.005,385,10.0,76.7,38626,18701,19924,126.1,37.6,-0.01,10.62015527,25217.82482,70.4944,24.512804,5.4,1.7,16.2,7
Poland,2014,45.55486228,386,1.33,29.1,98.5,377,9.8,77.6,38582,18676,19906,126.0,38.3,-0.04,11.07286288,26025.52679,74.7601,26.995474,5.0,1.7,15.1,9
Poland,2016,48.27919856,390,1.39,29.3,101.8575,389,10.1,77.8,38532,18648,19885,125.8,39.1,0.0,9.417880936,28050.68966,80.4457,28.711193,5.1,1.7,11.9,11
Poland,2018,50.34277245,399,1.48,29.6,112.7425,415,10.8,77.6,38521,18640,19881,125.8,39.8,-0.06,11.49790995,31213.41331,84.1884,30.919592,5.1,1.7,11.3,13
Portugal,2010,36.12886507,101,1.39,29.8,107.3575,106,10.0,80.0,10588,5064,5524,115.1,40.5,-0.16,16.02094241,29260.30256,53.7319,15.445285,3.8,2.6,9.7,5
Portugal,2014,38.09764416,82,1.23,30.6,97.0375,105,10.1,81.2,10408,4944,5465,113.2,42.3,-0.5,15.3217569,27360.51898,64.8709,21.7169,3.0,2.1,10.6,9
Portugal,2018,38.10891023,87,1.41,31.3,129.0325,113,11.0,81.4,10290,4863,5427,111.9,44.0,-0.16,11.66500499,27695.94882,79.4251,24.984337,3.4,2.0,8.5,13
Portugal,2010,54.29281098,101,1.39,29.8,107.3575,106,10.0,80.0,10588,5064,5524,115.1,40.5,-0.16,16.02094241,29260.30256,53.7319,15.445285,3.8,2.6,9.7,5
Portugal,2014,50.73545964,82,1.23,30.6,97.0375,105,10.1,81.2,10408,4944,5465,113.2,42.3,-0.5,15.3217569,27360.51898,64.8709,21.7169,3.0,2.1,10.6,9
Portugal,2018,61.37197128,87,1.41,31.3,129.0325,113,11.0,81.4,10290,4863,5427,111.9,44.0,-0.16,11.66500499,27695.94882,79.4251,24.984337,3.4,2.0,8.5,13
Spain,2006,52.70629912,475,1.36,30.9,135.5004112,368,8.4,81.0,44423,21922,22500,88.4,37.9,1.72,13.53333333,38221.01142,38.0418,28.809401,4.5,2.9,7.1,1
Spain,2010,46.87108554,487,1.38,31.2,134.5551636,380,8.2,82.0,46573,23012,23561,92.7,39.1,0.36,13.50446429,42115.83227,57.8236,31.016668,3.6,2.2,6.5,5
Spain,2014,39.59160915,426,1.32,31.8,96.53925865,394,8.5,82.9,46465,22845,23619,92.5,41.1,-0.14,11.54049762,40084.85822,74.3549,34.678776,3.4,2.2,7.8,9
Spain,2018,36.94715037,368,1.26,32.2,118.5802035,425,9.1,83.1,46792,22943,23849,93.1,42.8,0.6,8.621607238,39794.10614,86.3576,37.252804,3.5,2.0,6.9,13
Spain,2020,33.45696096,352,1.24,32.2,127.5051812,493,10.4,82.3,47364,23213,24151,94.3,43.5,0.14,8.093713127,38425.87374,95.3775,39.68692,1.9,1.6,7.5,15
Spain,2006,46.80468602,475,1.36,30.9,135.5004112,368,8.4,81.0,44423,21922,22500,88.4,37.9,1.72,13.53333333,38221.01142,38.0418,28.809401,4.5,2.9,7.1,1
Spain,2010,50.74970839,487,1.38,31.2,134.5551636,380,8.2,82.0,46573,23012,23561,92.7,39.1,0.36,13.50446429,42115.83227,57.8236,31.016668,3.6,2.2,6.5,5
Spain,2014,55.39213063,426,1.32,31.8,96.53925865,394,8.5,82.9,46465,22845,23619,92.5,41.1,-0.14,11.54049762,40084.85822,74.3549,34.678776,3.4,2.2,7.8,9
Spain,2018,60.48974012,368,1.26,32.2,118.5802035,425,9.1,83.1,46792,22943,23849,93.1,42.8,0.6,8.621607238,39794.10614,86.3576,37.252804,3.5,2.0,6.9,13
Spain,2020,62.48459777,352,1.24,32.2,127.5051812,493,10.4,82.3,47364,23213,24151,94.3,43.5,0.14,8.093713127,38425.87374,95.3775,39.68692,1.9,1.6,7.5,15
Sweden,2005,55.50356053,102,1.77,30.5,52.04,92,10.2,80.6,9052,4489,4563,22.2,39.2,0.54,11.30434783,38996.72169,72.5323,29.645443,4.9,2.2,13.4,0
Sweden,2006,56.71671276,106,1.85,30.6,58.4575,91,10.0,80.8,9105,4518,4587,22.4,39.3,0.63,11.01694915,40081.93302,77.3896,30.520433,5.0,2.2,13.0,1
Sweden,2008,52.65203627,109,1.9,30.6,66.4725,91,9.9,81.1,9229,4588,4642,22.7,39.6,0.74,10.58823529,42217.40067,84.441,32.02702,5.5,2.3,12.5,3
Sweden,2009,50.83212911,111,1.93,30.7,68.565,90,9.7,81.4,9301,4628,4674,22.8,39.7,0.82,9.541984733,42368.20049,85.9823,33.060085,5.1,2.4,13.2,4
Sweden,2010,51.36480411,114,1.98,30.7,73.965,91,9.7,81.5,9382,4672,4709,23.0,39.7,0.9,9.36329588,42885.44381,88.2959,33.868935,5.3,2.5,12.0,5
Sweden,2011,52.84141146,111,1.91,30.8,75.8725,90,9.5,81.8,9467,4720,4748,23.2,39.7,0.92,9.157509158,43523.72362,90.6394,35.174355,5.0,2.5,11.6,6
Sweden,2012,52.45768888,113,1.9,30.8,76.825,92,9.6,81.7,9556,4769,4787,23.5,39.8,0.95,9.285714286,44447.13113,91.6917,35.698952,5.3,2.5,11.9,7
Sweden,2013,54.34283676,113,1.88,30.9,80.785,90,9.4,81.9,9649,4820,4828,23.7,39.8,0.99,9.375,44938.70024,92.5885,37.034386,5.4,2.8,12.6,8
Sweden,2014,55.29333627,115,1.88,30.9,88.4025,89,9.2,82.2,9748,4875,4873,23.9,39.8,1.04,9.152542373,45438.53662,89.569,38.700306,5.5,2.7,11.7,9
Sweden,2015,54.87629735,115,1.85,31.0,100.0,91,9.3,82.2,9849,4931,4918,24.2,39.8,1.04,8.333333333,46131.97179,91.0333,39.786552,5.3,2.5,12.0,10
Sweden,2016,54.69111372,117,1.85,31.0,108.2425,91,9.2,82.3,9953,4989,4964,24.4,39.8,1.06,8.169934641,46848.54392,93.8028,41.139179,5.4,2.4,11.3,11
Sweden,2017,54.44281715,115,1.79,31.1,115.4275,92,9.2,82.4,10058,5047,5011,24.7,39.7,1.03,7.348242812,47100.71172,94.7273,41.936691,5.2,2.4,11.7,12
Sweden,2018,53.87815237,115,1.76,31.1,114.35,92,9.1,82.5,10162,5105,5057,24.9,39.6,1.03,7.142857143,47338.83144,93.4191,43.247318,5.0,2.5,12.4,13
Sweden,2005,72.82535965,102,1.77,30.5,52.04,92,10.2,80.6,9052,4489,4563,22.2,39.2,0.54,11.30434783,38996.72169,72.5323,29.645443,4.9,2.2,13.4,0
Sweden,2006,72.97919579,106,1.85,30.6,58.4575,91,10.0,80.8,9105,4518,4587,22.4,39.3,0.63,11.01694915,40081.93302,77.3896,30.520433,5.0,2.2,13.0,1
Sweden,2008,73.01327216,109,1.9,30.6,66.4725,91,9.9,81.1,9229,4588,4642,22.7,39.6,0.74,10.58823529,42217.40067,84.441,32.02702,5.5,2.3,12.5,3
Sweden,2009,73.96701733,111,1.93,30.7,68.565,90,9.7,81.4,9301,4628,4674,22.8,39.7,0.82,9.541984733,42368.20049,85.9823,33.060085,5.1,2.4,13.2,4
Sweden,2010,74.89739509,114,1.98,30.7,73.965,91,9.7,81.5,9382,4672,4709,23.0,39.7,0.9,9.36329588,42885.44381,88.2959,33.868935,5.3,2.5,12.0,5
Sweden,2011,76.19855749,111,1.91,30.8,75.8725,90,9.5,81.8,9467,4720,4748,23.2,39.7,0.92,9.157509158,43523.72362,90.6394,35.174355,5.0,2.5,11.6,6
Sweden,2012,77.07170459,113,1.9,30.8,76.825,92,9.6,81.7,9556,4769,4787,23.5,39.8,0.95,9.285714286,44447.13113,91.6917,35.698952,5.3,2.5,11.9,7
Sweden,2013,77.66409251,113,1.88,30.9,80.785,90,9.4,81.9,9649,4820,4828,23.7,39.8,0.99,9.375,44938.70024,92.5885,37.034386,5.4,2.8,12.6,8
Sweden,2014,78.43788208,115,1.88,30.9,88.4025,89,9.2,82.2,9748,4875,4873,23.9,39.8,1.04,9.152542373,45438.53662,89.569,38.700306,5.5,2.7,11.7,9
Sweden,2015,78.85458746,115,1.85,31.0,100.0,91,9.3,82.2,9849,4931,4918,24.2,39.8,1.04,8.333333333,46131.97179,91.0333,39.786552,5.3,2.5,12.0,10
Sweden,2016,79.75293205,117,1.85,31.0,108.2425,91,9.2,82.3,9953,4989,4964,24.4,39.8,1.06,8.169934641,46848.54392,93.8028,41.139179,5.4,2.4,11.3,11
Sweden,2017,80.63168838,115,1.79,31.1,115.4275,92,9.2,82.4,10058,5047,5011,24.7,39.7,1.03,7.348242812,47100.71172,94.7273,41.936691,5.2,2.4,11.7,12
Sweden,2018,81.74835959,115,1.76,31.1,114.35,92,9.1,82.5,10162,5105,5057,24.9,39.6,1.03,7.142857143,47338.83144,93.4191,43.247318,5.0,2.5,12.4,13
Switzerland,2006,68.61822047,73,1.44,30.7,72.84325,60,8.1,81.5,7475,3663,3812,186.9,39.6,0.66,21.31813213,62992.73234,70.49,29.851349,5.3,2.8,17.1,1
Switzerland,2008,67.13226186,75,1.48,31.0,80.01825,61,8.1,82.0,7638,3754,3884,191.0,40.1,1.42,21.30750605,64062.64916,77.0,33.652287,5.4,2.6,16.7,3
Switzerland,2010,68.11109027,79,1.54,31.2,82.6085,63,8.0,82.3,7822,3852,3970,195.6,40.5,1.18,20.05359536,65019.32017,80.74,33.881504,5.5,2.8,12.3,5
Switzerland,2012,67.58380206,81,1.53,31.5,92.12025,64,8.0,82.6,7996,3945,4051,199.9,40.9,1.06,19.34352644,66424.6865,85.5,35.291126,5.3,2.2,12.4,7
Switzerland,2014,67.90431007,84,1.54,31.7,97.45075,64,7.8,83.1,8188,4048,4140,204.7,41.2,1.2,16.94074284,67348.32849,90.62,38.428497,5.1,2.0,11.9,9
Switzerland,2006,67.74629069,73,1.44,30.7,72.84325,60,8.1,81.5,7475,3663,3812,186.9,39.6,0.66,21.31813213,62992.73234,70.49,29.851349,5.3,2.8,17.1,1
Switzerland,2008,70.21159146,75,1.48,31.0,80.01825,61,8.1,82.0,7638,3754,3884,191.0,40.1,1.42,21.30750605,64062.64916,77.0,33.652287,5.4,2.6,16.7,3
Switzerland,2010,68.6101986,79,1.54,31.2,82.6085,63,8.0,82.3,7822,3852,3970,195.6,40.5,1.18,20.05359536,65019.32017,80.74,33.881504,5.5,2.8,12.3,5
Switzerland,2012,70.60062061,81,1.53,31.5,92.12025,64,8.0,82.6,7996,3945,4051,199.9,40.9,1.06,19.34352644,66424.6865,85.5,35.291126,5.3,2.2,12.4,7
Switzerland,2014,71.61798552,84,1.54,31.7,97.45075,64,7.8,83.1,8188,4048,4140,204.7,41.2,1.2,16.94074284,67348.32849,90.62,38.428497,5.1,2.0,11.9,9
United Kingdom,2007,66.43234853,765,1.86,29.3,93.5535,573,9.4,79.5,61261,29999,31262,252.4,38.0,0.77,21.63478071,47698.90781,66.7177,35.536041,4.5,2.3,6.4,2
United Kingdom,2008,65.8068339,785,1.9,29.3,89.37525,578,9.4,79.7,61742,30259,31483,254.4,38.2,0.8,21.85786911,46589.52385,71.1426,35.216167,4.4,2.2,7.0,3
United Kingdom,2009,64.46450962,785,1.89,29.4,81.413,559,9.0,80.2,62243,30528,31716,256.4,38.3,0.82,20.68629595,46709.55614,76.6928,36.984959,4.3,2.0,6.9,4
United Kingdom,2010,62.1344514,801,1.92,29.5,86.078,561,9.0,80.4,62760,30803,31957,258.5,38.5,0.83,19.23143692,46909.88956,79.6067,38.187191,4.4,2.1,6.7,5
United Kingdom,2011,62.62025632,804,1.91,29.7,84.8325,551,8.7,80.8,63286,31083,32203,260.7,38.6,0.84,18.2460052,46073.27169,82.701,39.412373,4.4,2.1,7.0,6
United Kingdom,2012,62.4135588,809,1.91,29.8,85.166,568,8.9,80.9,63809,31363,32446,262.9,38.7,0.81,17.78388278,45524.87203,86.796,40.977753,4.7,2.1,7.0,7
United Kingdom,2013,62.06489378,781,1.83,30.0,87.3505,576,9.0,80.9,64302,31630,32673,264.9,38.8,0.74,17.48201439,46021.95665,88.4457,41.891979,4.2,2.0,7.6,8
United Kingdom,2014,60.98624453,778,1.81,30.1,94.33875,570,8.8,81.2,64774,31884,32890,266.8,38.9,0.72,17.38274257,46045.38067,90.3364,42.217449,4.4,1.9,7.5,9
United Kingdom,2015,62.44433838,780,1.81,30.3,100.0,602,9.2,80.9,65224,32128,33096,268.7,39.0,0.66,17.10155148,46812.63171,91.2516,44.197987,4.2,1.7,7.6,10
United Kingdom,2016,61.56974725,778,1.8,30.4,106.975,596,9.1,81.1,65655,32362,33293,270.5,39.0,0.65,16.7965368,47512.24302,93.4847,45.766762,4.3,1.8,7.4,11
United Kingdom,2017,61.39491339,757,1.74,30.5,111.8335,606,9.2,81.2,66065,32584,33480,272.2,39.1,0.59,16.53410053,47613.88963,93.9916,45.744305,4.1,1.7,7.1,12
United Kingdom,2018,60.73138026,731,1.68,30.6,115.496,616,9.3,81.1,66433,32785,33648,273.7,39.1,0.52,16.3104242,47872.06361,94.8522,45.781677,4.0,1.5,8.1,13
United Kingdom,2019,60.99731069,709,1.63,30.6,116.59225,585,8.8,81.7,66779,32972,33807,275.1,39.3,0.52,16.09980928,48615.86909,95.8457,47.189125,3.7,1.8,8.6,14
United Kingdom,2007,59.14664071,765,1.86,29.3,93.5535,573,9.4,79.5,61261,29999,31262,252.4,38.0,0.77,21.63478071,47698.90781,66.7177,35.536041,4.5,2.3,6.4,2
United Kingdom,2008,59.46813046,785,1.9,29.3,89.37525,578,9.4,79.7,61742,30259,31483,254.4,38.2,0.8,21.85786911,46589.52385,71.1426,35.216167,4.4,2.2,7.0,3
United Kingdom,2009,59.51585838,785,1.89,29.4,81.413,559,9.0,80.2,62243,30528,31716,256.4,38.3,0.82,20.68629595,46709.55614,76.6928,36.984959,4.3,2.0,6.9,4
United Kingdom,2010,59.52868374,801,1.92,29.5,86.078,561,9.0,80.4,62760,30803,31957,258.5,38.5,0.83,19.23143692,46909.88956,79.6067,38.187191,4.4,2.1,6.7,5
United Kingdom,2011,58.74165898,804,1.91,29.7,84.8325,551,8.7,80.8,63286,31083,32203,260.7,38.6,0.84,18.2460052,46073.27169,82.701,39.412373,4.4,2.1,7.0,6
United Kingdom,2012,60.2364129,809,1.91,29.8,85.166,568,8.9,80.9,63809,31363,32446,262.9,38.7,0.81,17.78388278,45524.87203,86.796,40.977753,4.7,2.1,7.0,7
United Kingdom,2013,62.42370745,781,1.83,30.0,87.3505,576,9.0,80.9,64302,31630,32673,264.9,38.8,0.74,17.48201439,46021.95665,88.4457,41.891979,4.2,2.0,7.6,8
United Kingdom,2014,63.23178898,778,1.81,30.1,94.33875,570,8.8,81.2,64774,31884,32890,266.8,38.9,0.72,17.38274257,46045.38067,90.3364,42.217449,4.4,1.9,7.5,9
United Kingdom,2015,64.15806004,780,1.81,30.3,100.0,602,9.2,80.9,65224,32128,33096,268.7,39.0,0.66,17.10155148,46812.63171,91.2516,44.197987,4.2,1.7,7.6,10
United Kingdom,2016,65.13037914,778,1.8,30.4,106.975,596,9.1,81.1,65655,32362,33293,270.5,39.0,0.65,16.7965368,47512.24302,93.4847,45.766762,4.3,1.8,7.4,11
United Kingdom,2017,65.94152549,757,1.74,30.5,111.8335,606,9.2,81.2,66065,32584,33480,272.2,39.1,0.59,16.53410053,47613.88963,93.9916,45.744305,4.1,1.7,7.1,12
United Kingdom,2018,67.29060102,731,1.68,30.6,115.496,616,9.3,81.1,66433,32785,33648,273.7,39.1,0.52,16.3104242,47872.06361,94.8522,45.781677,4.0,1.5,8.1,13
United Kingdom,2019,68.13489319,709,1.63,30.6,116.59225,585,8.8,81.7,66779,32972,33807,275.1,39.3,0.52,16.09980928,48615.86909,95.8457,47.189125,3.7,1.8,8.6,14
United States of America,2007,59.38786421,4324,2.11,27.9,102.9794789,2420,8.0,78.1,302743,149147,153596,33.1,35.5,1.0,19.84334204,62241.94589,61.78,40.270866,7.3,3.6,11.9,2
United States of America,2009,56.85689949,4151,2.0,28.1,88.89849216,2438,7.9,78.6,308512,151969,156543,33.7,35.9,0.89,19.78021978,62711.30944,68.69,41.214626,6.8,3.5,12.4,4
United States of America,2010,55.1623274,4037,1.93,28.3,86.26473096,2470,8.0,78.8,311183,153273,157910,34.0,36.1,0.84,18.81067961,63264.81023,71.06,41.662415,6.8,3.6,12.8,5
United States of America,2011,54.9662286,3986,1.89,28.5,82.57162546,2519,8.0,78.8,313877,154669,159207,34.3,36.2,0.89,17.78846154,63349.43067,71.7,42.44838,6.8,3.6,13.0,6
United States of America,2012,54.88229379,3983,1.88,28.6,84.82579801,2546,8.1,78.9,316651,156181,160470,34.6,36.3,0.87,19.08665105,63890.22553,74.76,43.052437,6.8,3.4,13.2,7
United States of America,2013,55.04891864,3966,1.86,28.8,90.69015055,2599,8.2,79.0,319375,157662,161713,34.9,36.4,0.84,17.90697674,63587.77307,74.15,43.910252,6.8,3.3,13.4,8
United States of America,2015,54.99611298,3996,1.84,29.1,100.0,2700,8.3,78.9,324608,160493,164114,35.5,36.6,0.78,18.88268156,66139.51337,73.37,44.629398,6.9,3.1,14.0,10
United States of America,2017,55.46934389,3870,1.76,29.4,112.1141335,2772,8.4,78.8,329791,163282,166509,36.1,36.9,0.75,18.17215728,66933.97284,77.97,46.3568,6.9,2.9,14.8,12
United States of America,2019,55.87728826,3757,1.69,29.6,125.0388348,2778,8.3,79.1,334320,165699,168621,36.5,37.3,0.64,18.47070507,68842.30662,79.88,48.340187,6.1,2.7,14.7,14
United States of America,2007,63.77328333,4324,2.11,27.9,102.9794789,2420,8.0,78.1,302743,149147,153596,33.1,35.5,1.0,19.84334204,62241.94589,61.78,40.270866,7.3,3.6,11.9,2
United States of America,2009,64.91779637,4151,2.0,28.1,88.89849216,2438,7.9,78.6,308512,151969,156543,33.7,35.9,0.89,19.78021978,62711.30944,68.69,41.214626,6.8,3.5,12.4,4
United States of America,2010,64.9212763,4037,1.93,28.3,86.26473096,2470,8.0,78.8,311183,153273,157910,34.0,36.1,0.84,18.81067961,63264.81023,71.06,41.662415,6.8,3.6,12.8,5
United States of America,2011,64.24960121,3986,1.89,28.5,82.57162546,2519,8.0,78.8,313877,154669,159207,34.3,36.2,0.89,17.78846154,63349.43067,71.7,42.44838,6.8,3.6,13.0,6
United States of America,2012,64.48498134,3983,1.88,28.6,84.82579801,2546,8.1,78.9,316651,156181,160470,34.6,36.3,0.87,19.08665105,63890.22553,74.76,43.052437,6.8,3.4,13.2,7
United States of America,2013,64.36790446,3966,1.86,28.8,90.69015055,2599,8.2,79.0,319375,157662,161713,34.9,36.4,0.84,17.90697674,63587.77307,74.15,43.910252,6.8,3.3,13.4,8
United States of America,2015,63.93309356,3996,1.84,29.1,100.0,2700,8.3,78.9,324608,160493,164114,35.5,36.6,0.78,18.88268156,66139.51337,73.37,44.629398,6.9,3.1,14.0,10
United States of America,2017,64.52231897,3870,1.76,29.4,112.1141335,2772,8.4,78.8,329791,163282,166509,36.1,36.9,0.75,18.17215728,66933.97284,77.97,46.3568,6.9,2.9,14.8,12
United States of America,2019,65.34646434,3757,1.69,29.6,125.0388348,2778,8.3,79.1,334320,165699,168621,36.5,37.3,0.64,18.47070507,68842.30662,79.88,48.340187,6.1,2.7,14.7,14
Estonia,2006,36.03851707,15,1.59,28.2,88.22152945,17,12.8,73.5,1347,626,721,31.0,38.5,-0.58,27.85602504,19710.92139,45.1789,33.118874,5.2,2.8,17.8,1
Estonia,2010,38.31597002,16,1.71,29.2,63.90109025,16,11.8,75.7,1332,620,711,30.6,39.3,-0.28,27.79783394,22426.29779,66.8903,35.423084,3.8,2.2,16.2,5
Estonia,2014,40.14030832,14,1.54,29.6,93.57951605,16,11.8,77.1,1315,615,700,30.2,40.4,-0.19,28.33935018,23958.74005,82.8959,37.499954,4.7,2.4,17.7,9
Estonia,2018,47.99867359,14,1.67,30.5,117.0659573,16,12.0,78.1,1322,623,699,30.4,41.0,0.43,22.68115942,28533.39026,90.4712,41.130722,5.0,2.4,14.0,13
Estonia,2019,45.51663966,14,1.67,30.6,125.2671868,15,11.7,78.7,1327,627,700,30.5,41.2,0.31,23.17204532,30212.81449,90.4259,41.368298,5.0,2.1,14.1,14
Estonia,2020,42.23015758,14,1.68,30.5,132.791668,16,12.2,78.3,1329,630,700,30.6,41.4,0.05,19.60168201,32017.25367,89.9774,42.209454,4.6,1.9,15.2,15
Estonia,2006,60.70941477,15,1.59,28.2,88.22152945,17,12.8,73.5,1347,626,721,31.0,38.5,-0.58,27.85602504,19710.92139,45.1789,33.118874,5.2,2.8,17.8,1
Estonia,2010,64.28202031,16,1.71,29.2,63.90109025,16,11.8,75.7,1332,620,711,30.6,39.3,-0.28,27.79783394,22426.29779,66.8903,35.423084,3.8,2.2,16.2,5
Estonia,2014,67.64564991,14,1.54,29.6,93.57951605,16,11.8,77.1,1315,615,700,30.2,40.4,-0.19,28.33935018,23958.74005,82.8959,37.499954,4.7,2.4,17.7,9
Estonia,2018,72.61996711,14,1.67,30.5,117.0659573,16,12.0,78.1,1322,623,699,30.4,41.0,0.43,22.68115942,28533.39026,90.4712,41.130722,5.0,2.4,14.0,13
Estonia,2019,75.15963957,14,1.67,30.6,125.2671868,15,11.7,78.7,1327,627,700,30.5,41.2,0.31,23.17204532,30212.81449,90.4259,41.368298,5.0,2.1,14.1,14
Estonia,2020,78.63819861,14,1.68,30.5,132.791668,16,12.2,78.3,1329,630,700,30.6,41.4,0.05,19.60168201,32017.25367,89.9774,42.209454,4.6,1.9,15.2,15
Israel,2005,55.63809729,142,2.84,30.0,50.177,39,5.8,80.2,6714,3315,3399,310.2,27.7,1.74,21.92439863,33597.74147,48.91,43.047825,5.9,1.6,7.5,0
Israel,2007,55.45446256,149,2.9,30.1,49.62325,40,5.7,80.7,6952,3436,3516,321.2,28.1,1.73,20.40924794,34879.12547,59.34,43.58707,6.5,1.8,5.5,2
Israel,2008,53.98943821,154,2.96,30.2,53.381,39,5.6,81.1,7075,3498,3577,326.9,28.2,1.76,22.05882353,34129.29292,61.82,43.980537,6.8,1.8,5.8,3
Israel,2009,52.68963191,156,2.97,30.2,60.69,39,5.4,81.6,7200,3561,3639,332.7,28.3,1.75,21.13599802,33299.43974,66.26,44.880913,6.5,1.8,6.3,4
Israel,2010,52.56850142,161,3.03,30.3,71.3705,39,5.4,81.7,7328,3627,3702,338.6,28.5,1.8,20.39157739,33256.3842,68.13996633,45.560074,6.3,1.7,7.5,5
Israel,2011,50.39820679,162,3.01,30.4,78.8795,40,5.4,81.7,7460,3695,3765,344.7,28.5,1.76,19.65966691,33570.38511,70.30230145,46.396889,6.6,1.7,6.4,6
