country,year,labour_participation_rate,birth_rate,fertility_rate,mean_age_bearing,housing_value,total_deaths,death_rate,life_expectancy,total_pop,male_pop,female_pop,pop_density,median_age,pop_growth_rate,gender_wage_gap_perc,average_wage_rate,internet_access_perc,education_rate,crude_marriage_rate,crude_divorce_rate,suicide_rate,time
Israel,2008,70.99939647,154,2.96,30.2,53.381,39,5.6,81.1,7075,3498,3577,326.9,28.2,1.76,22.05882353,34129.29292,61.82,43.980537,6.8,1.8,5.8,3
Israel,2009,71.17624384,156,2.97,30.2,60.69,39,5.4,81.6,7200,3561,3639,332.7,28.3,1.75,21.13599802,33299.43974,66.26,44.880913,6.5,1.8,6.3,4
Israel,2010,71.34209989,161,3.03,30.3,71.3705,39,5.4,81.7,7328,3627,3702,338.6,28.5,1.8,20.39157739,33256.3842,68.13996633,45.560074,6.3,1.7,7.5,5
Israel,2011,70.97653428,162,3.01,30.4,78.8795,40,5.4,81.7,7460,3695,3765,344.7,28.5,1.76,19.65966691,33570.38511,70.30230145,46.396889,6.6,1.7,6.4,6
Israel,2012,71.47300419,165,3.05,30.4,81.43225,42,5.5,81.7,7592,3763,3829,350.8,28.6,1.76,20.0,34139.99814,70.65,46.441711,6.4,1.7,6.6,7
Israel,2013,71.58465471,166,3.03,30.4,88.82275,41,5.3,82.1,7727,3833,3894,357.0,28.7,1.75,20.34590182,34272.53228,70.6,47.421043,6.5,1.8,5.6,8
Israel,2014,72.18721998,170,3.08,30.5,94.46675,42,5.3,82.2,7864,3904,3960,363.3,28.8,1.77,20.1081412,34521.10078,72.07,48.53273,6.2,1.8,5.6,9
Israel,2015,72.1760699,180,3.25,30.5,100.0,43,5.4,82.1,8008,3978,4030,370.0,28.8,1.86,20.43918919,35546.07258,74.29,48.824478,6.4,1.7,5.0,10
Israel,2016,72.12075128,183,3.28,30.5,107.4585,43,5.3,82.5,8159,4056,4103,377.0,28.9,1.88,21.59333204,36928.6201,75.37,49.895348,6.2,1.7,5.6,11
Israel,2017,72.1329141,176,3.11,30.6,111.64925,43,5.2,82.7,8309,4134,4175,383.9,28.9,1.77,21.79178994,38066.62449,74.06,50.91605,5.7,1.7,5.6,12
Israel,2018,71.96938353,176,3.09,30.7,110.724,44,5.2,82.8,8456,4210,4247,390.7,28.9,1.75,22.65919243,39142.82932,74.94,50.201576,5.6,1.8,6.2,13
Israel,2019,71.71909356,184,3.22,30.7,112.81225,45,5.3,82.8,8608,4288,4320,397.7,29.0,1.81,24.31886983,39960.06441,75.9,50.246292,5.3,1.8,5.7,14
Israel,2005,62.23789733,142,2.84,30.0,50.177,39,5.8,80.2,6714,3315,3399,310.2,27.7,1.74,21.92439863,33597.74147,48.91,43.047825,5.9,1.6,7.5,0
Israel,2007,63.01454613,149,2.9,30.1,49.62325,40,5.7,80.7,6952,3436,3516,321.2,28.1,1.73,20.40924794,34879.12547,59.34,43.58707,6.5,1.8,5.5,2
Israel,2008,62.94901369,154,2.96,30.2,53.381,39,5.6,81.1,7075,3498,3577,326.9,28.2,1.76,22.05882353,34129.29292,61.82,43.980537,6.8,1.8,5.8,3
Israel,2009,63.19510122,156,2.97,30.2,60.69,39,5.4,81.6,7200,3561,3639,332.7,28.3,1.75,21.13599802,33299.43974,66.26,44.880913,6.5,1.8,6.3,4
Israel,2010,63.41828551,161,3.03,30.3,71.3705,39,5.4,81.7,7328,3627,3702,338.6,28.5,1.8,20.39157739,33256.3842,68.13996633,45.560074,6.3,1.7,7.5,5
Israel,2011,63.08864155,162,3.01,30.4,78.8795,40,5.4,81.7,7460,3695,3765,344.7,28.5,1.76,19.65966691,33570.38511,70.30230145,46.396889,6.6,1.7,6.4,6
Israel,2012,63.58186735,165,3.05,30.4,81.43225,42,5.5,81.7,7592,3763,3829,350.8,28.6,1.76,20.0,34139.99814,70.65,46.441711,6.4,1.7,6.6,7
Israel,2013,63.67870604,166,3.03,30.4,88.82275,41,5.3,82.1,7727,3833,3894,357.0,28.7,1.75,20.34590182,34272.53228,70.6,47.421043,6.5,1.8,5.6,8
Israel,2014,64.20547716,170,3.08,30.5,94.46675,42,5.3,82.2,7864,3904,3960,363.3,28.8,1.77,20.1081412,34521.10078,72.07,48.53273,6.2,1.8,5.6,9
Israel,2015,64.09411828,180,3.25,30.5,100.0,43,5.4,82.1,8008,3978,4030,370.0,28.8,1.86,20.43918919,35546.07258,74.29,48.824478,6.4,1.7,5.0,10
Israel,2016,64.13780066,183,3.28,30.5,107.4585,43,5.3,82.5,8159,4056,4103,377.0,28.9,1.88,21.59333204,36928.6201,75.37,49.895348,6.2,1.7,5.6,11
Israel,2017,64.00435955,176,3.11,30.6,111.64925,43,5.2,82.7,8309,4134,4175,383.9,28.9,1.77,21.79178994,38066.62449,74.06,50.91605,5.7,1.7,5.6,12
Israel,2018,63.92690277,176,3.09,30.7,110.724,44,5.2,82.8,8456,4210,4247,390.7,28.9,1.75,22.65919243,39142.82932,74.94,50.201576,5.6,1.8,6.2,13
Israel,2019,63.50296238,184,3.22,30.7,112.81225,45,5.3,82.8,8608,4288,4320,397.7,29.0,1.81,24.31886983,39960.06441,75.9,50.246292,5.3,1.8,5.7,14
Latvia,2006,71.01598241,23,1.46,28.1,104.475,34,15.5,70.9,2204,1004,1200,35.4,39.1,-1.3,8.465608466,17903.72641,42.1979,20.919746,6.6,3.3,21.6,1
Latvia,2010,72.95336665,20,1.37,28.9,80.35,31,14.8,73.0,2102,957,1144,33.8,40.3,-1.21,19.05564924,19772.40609,59.7746,26.946114,4.4,2.4,20.1,5
Latvia,2014,74.55872366,22,1.64,29.4,103.475,30,14.7,74.4,2011,920,1091,32.3,41.7,-0.97,21.12299465,22206.49712,73.3818,30.230137,6.3,3.1,18.4,9
Latvia,2018,77.69725933,19,1.62,29.9,129.3,30,15.6,75.0,1936,892,1044,31.1,42.9,-1.01,20.28985507,27357.27753,81.5769,33.939289,6.8,3.1,14.7,13
Latvia,2019,77.31333869,19,1.61,30.0,140.875,29,15.3,75.5,1917,885,1032,30.8,43.2,-0.97,19.75940106,28547.45617,85.4495,35.707733,6.7,3.1,14.4,14
Latvia,2020,78.19877392,18,1.58,30.0,145.7675,31,16.1,75.5,1897,877,1020,30.5,43.4,-1.08,22.70967828,29812.72733,89.7275,37.833885,5.6,2.7,14.9,15
Latvia,2006,59.09649984,23,1.46,28.1,104.475,34,15.5,70.9,2204,1004,1200,35.4,39.1,-1.3,8.465608466,17903.72641,42.1979,20.919746,6.6,3.3,21.6,1
Latvia,2010,58.88425299,20,1.37,28.9,80.35,31,14.8,73.0,2102,957,1144,33.8,40.3,-1.21,19.05564924,19772.40609,59.7746,26.946114,4.4,2.4,20.1,5
Latvia,2014,59.2724768,22,1.64,29.4,103.475,30,14.7,74.4,2011,920,1091,32.3,41.7,-0.97,21.12299465,22206.49712,73.3818,30.230137,6.3,3.1,18.4,9
Latvia,2018,61.44065507,19,1.62,29.9,129.3,30,15.6,75.0,1936,892,1044,31.1,42.9,-1.01,20.28985507,27357.27753,81.5769,33.939289,6.8,3.1,14.7,13
Latvia,2019,61.22799071,19,1.61,30.0,140.875,29,15.3,75.5,1917,885,1032,30.8,43.2,-0.97,19.75940106,28547.45617,85.4495,35.707733,6.7,3.1,14.4,14
Latvia,2020,61.67421723,18,1.58,30.0,145.7675,31,16.1,75.5,1897,877,1020,30.5,43.4,-1.08,22.70967828,29812.72733,89.7275,37.833885,5.6,2.7,14.9,15
Lithuania,2006,67.55842461,31,1.33,27.6,94.24749999,47,13.9,71.6,3323,1530,1793,53.1,38.1,-1.53,16.81818182,26503.57756,34.5131,26.751383,6.5,3.4,32.0,1
Lithuania,2010,70.24492281,31,1.5,28.8,84.2025,44,13.8,73.4,3139,1443,1696,50.1,40.0,-1.31,10.64257028,25057.92027,60.5782,32.440029,6.0,3.2,32.2,5
Lithuania,2014,73.71300143,31,1.63,29.3,96.47,42,14.0,74.8,2995,1384,1611,47.8,41.7,-1.06,12.47974068,28207.88559,65.9725,36.668087,7.6,3.3,30.4,9
Lithuania,2018,77.3115172,29,1.63,30.0,123.18,42,14.7,75.7,2876,1341,1535,45.9,43.0,-0.96,11.68981482,34952.31315,78.3772,41.654594,7.0,3.1,22.9,13
Lithuania,2019,78.04197765,28,1.61,30.2,131.61,41,14.4,76.2,2849,1332,1517,45.5,43.3,-0.93,14.07101369,37305.14161,81.5188,43.149418,7.0,3.1,22.2,14
Lithuania,2020,78.53793214,27,1.62,30.2,141.1775,46,16.3,75.1,2820,1321,1499,45.0,43.5,-1.11,9.327989049,39610.59616,82.1307,44.13818,5.5,2.7,20.3,15
Lithuania,2006,55.25235857,31,1.33,27.6,94.24749999,47,13.9,71.6,3323,1530,1793,53.1,38.1,-1.53,16.81818182,26503.57756,34.5131,26.751383,6.5,3.4,32.0,1
Lithuania,2010,56.8161484,31,1.5,28.8,84.2025,44,13.8,73.4,3139,1443,1696,50.1,40.0,-1.31,10.64257028,25057.92027,60.5782,32.440029,6.0,3.2,32.2,5
Lithuania,2014,58.92784857,31,1.63,29.3,96.47,42,14.0,74.8,2995,1384,1611,47.8,41.7,-1.06,12.47974068,28207.88559,65.9725,36.668087,7.6,3.3,30.4,9
Lithuania,2018,61.54809285,29,1.63,30.0,123.18,42,14.7,75.7,2876,1341,1535,45.9,43.0,-0.96,11.68981482,34952.31315,78.3772,41.654594,7.0,3.1,22.9,13
Lithuania,2019,62.08713705,28,1.61,30.2,131.61,41,14.4,76.2,2849,1332,1517,45.5,43.3,-0.93,14.07101369,37305.14161,81.5188,43.149418,7.0,3.1,22.2,14
Lithuania,2020,62.61437799,27,1.62,30.2,141.1775,46,16.3,75.1,2820,1321,1499,45.0,43.5,-1.11,9.327989049,39610.59616,82.1307,44.13818,5.5,2.7,20.3,15
Slovenia,2010,71.49733602,23,1.57,30.0,117.205,18,8.9,79.7,2057,1016,1041,102.2,40.3,0.58,0.991735537,38123.30145,68.1288,23.716619,3.2,1.2,19.2,5
Slovenia,2014,70.89788856,22,1.58,30.1,99.2025,19,9.1,80.9,2075,1028,1047,103.0,41.4,0.12,4.996271439,36999.87723,76.8,28.600916,3.2,1.2,17.5,9
Slovenia,2018,75.04873045,20,1.61,30.3,121.5475,21,9.8,81.4,2106,1052,1054,104.6,42.4,0.34,8.194536975,40664.40579,86.6821,32.455208,3.5,1.1,15.7,13
Slovenia,2010,59.17175135,23,1.57,30.0,117.205,18,8.9,79.7,2057,1016,1041,102.2,40.3,0.58,0.991735537,38123.30145,68.1288,23.716619,3.2,1.2,19.2,5
Slovenia,2014,57.67377839,22,1.58,30.1,99.2025,19,9.1,80.9,2075,1028,1047,103.0,41.4,0.12,4.996271439,36999.87723,76.8,28.600916,3.2,1.2,17.5,9
Slovenia,2018,58.81079108,20,1.61,30.3,121.5475,21,9.8,81.4,2106,1052,1054,104.6,42.4,0.34,8.194536975,40664.40579,86.6821,32.455208,3.5,1.1,15.7,13
Australia,2006,77.09933632,270,1.88,30.3,60.5795,134,6.6,81.3,20467,10166,10301,2.7,35.7,1.6,16.66666667,49688.97079,64.0,33.022213,5.5,2.5,10.6,1
Australia,2007,77.6054841,288,1.99,30.3,66.96025,139,6.7,81.3,20831,10354,10477,2.7,35.8,1.92,15.4,51049.14324,67.0,33.73671,5.5,2.3,10.7,2
Australia,2008,78.00632208,298,2.02,30.3,69.60275,142,6.7,81.5,21248,10570,10678,2.8,35.8,2.04,11.93737769,51375.73993,72.0,36.149986,5.5,2.2,11.1,3
Australia,2010,78.51205991,300,1.95,30.5,80.877,143,6.5,82.1,22019,10961,11058,2.9,36.1,1.47,14.04293381,52645.06325,78.92,37.604309,5.4,2.3,11.0,5
Australia,2012,78.69753623,306,1.93,30.6,78.88025,149,6.6,82.3,22729,11311,11418,3.0,36.2,1.73,13.75,54693.53279,83.0,41.282364,5.4,2.2,11.5,7
Australia,2014,78.75838448,300,1.81,30.7,91.72025,154,6.6,82.6,23470,11666,11804,3.1,36.3,1.47,15.77335375,54958.99834,85.89,41.901855,5.2,2.0,12.6,9
Australia,2016,79.46770026,309,1.8,30.9,105.5,158,6.6,82.9,24196,12008,12188,3.2,36.2,1.63,13.72843211,54708.54639,86.11,43.7439,4.9,1.9,12.2,11
Austria,2005,74.35215032,78,1.41,29.0,61.35194818,75,9.2,79.5,8227,3999,4228,99.7,38.9,0.64,22.03208575,52999.3783,46.6887,24.639351,4.8,2.4,16.8,0
Austria,2006,75.5236039,78,1.41,29.2,63.87105419,74,9.0,80.0,8268,4022,4246,100.2,39.3,0.35,21.85513043,53791.2556,52.2965,25.356432,4.5,2.5,15.2,1
Austria,2007,76.54902491,76,1.39,29.3,66.85883109,74,9.0,80.2,8295,4036,4259,100.5,39.7,0.31,21.63427637,54099.69362,59.623,25.092672,4.3,2.5,15.1,2
Austria,2008,77.00868038,77,1.41,29.5,67.57648339,75,9.0,80.4,8321,4049,4272,100.8,40.1,0.33,20.91732027,55008.95644,68.92,26.191858,4.2,2.4,14.6,3
Austria,2009,77.53930196,76,1.4,29.6,70.21275712,77,9.3,80.2,8343,4061,4282,101.1,40.4,0.19,19.35596592,55945.10021,69.7507,26.895824,4.3,2.3,14.6,4
Austria,2010,77.890229,78,1.44,29.8,76.7975,77,9.2,80.5,8363,4072,4290,101.3,40.8,0.28,19.18886268,55693.25377,72.8891,27.743721,4.5,2.1,14.4,5
Austria,2011,77.80800046,78,1.43,30.0,81.5975,76,9.1,80.8,8391,4088,4303,101.7,41.2,0.39,18.55055412,55086.19501,75.4407,27.956152,4.3,2.1,14.6,6
Austria,2012,78.47269579,78,1.44,30.1,87.57,79,9.4,80.8,8430,4111,4319,102.2,41.5,0.52,18.18505684,55399.03873,79.2846,28.739943,4.6,2.0,14.2,7
Austria,2013,79.03018885,79,1.44,30.3,92.1,79,9.4,81.1,8480,4139,4340,102.8,41.8,0.66,18.05321141,55424.6727,80.8626,29.738844,4.3,1.9,14.2,8
Austria,2014,78.98537385,81,1.46,30.4,95.33,78,9.2,81.4,8546,4178,4368,103.6,41.9,0.9,17.72888425,55628.95973,80.9946,29.904896,4.4,1.9,14.3,9
Austria,2015,79.20965283,84,1.49,30.5,100.0,83,9.7,81.2,8642,4236,4406,104.7,42.0,1.34,17.04325299,56034.5369,82.416,30.550726,5.1,1.9,13.4,10
Austria,2016,80.03078215,87,1.53,30.6,108.5325,81,9.3,81.6,8736,4292,4444,105.9,42.0,0.83,15.67089964,56565.10981,85.0929,31.383963,5.1,1.8,12.7,11
Austria,2017,80.44291153,87,1.52,30.7,114.26,83,9.5,81.6,8797,4325,4472,106.6,42.1,0.56,15.38215397,56553.10364,88.7924,32.39439,5.1,1.8,12.8,12
Austria,2018,80.66052735,85,1.48,30.8,119.64,84,9.5,81.7,8841,4348,4493,107.1,42.3,0.41,14.87669089,56738.96243,88.7752,32.711426,5.3,1.8,12.5,13
Austria,2019,80.91770111,85,1.47,30.9,126.6,84,9.4,81.9,8880,4368,4512,107.6,42.4,0.48,14.01174081,57182.05437,89.9074,33.773777,5.2,1.8,11.4,14
Austria,2020,80.30706228,83,1.44,30.9,136.31125,90,10.2,81.5,8908,4383,4525,107.9,42.6,0.15,12.38153967,57271.61722,90.4008,34.205894,4.4,1.7,10.8,15
Belgium,2005,73.9025024,120,1.76,29.3,72.53625,103,9.9,79.1,10517,5147,5370,347.3,39.1,0.6,11.51109251,55662.21541,50.1575,31.045088,4.1,2.9,19.1,0
Belgium,2006,73.65413094,123,1.8,29.4,79.61525,102,9.6,79.4,10583,5181,5402,349.5,39.4,0.66,10.25326797,56040.35243,53.9597,31.754845,4.2,2.8,18.1,1
Belgium,2007,74.53392632,124,1.82,29.5,85.81875,102,9.6,79.5,10654,5217,5437,351.9,39.5,0.68,9.873617694,55936.38074,60.164,32.094864,4.3,2.8,17.1,2
Belgium,2008,74.68000896,127,1.85,29.6,89.60525,105,9.8,79.6,10727,5254,5473,354.3,39.7,0.69,8.915753683,56177.76083,63.6276,32.310043,4.3,3.3,18.3,3
Belgium,2009,74.67632947,127,1.84,29.6,89.183,105,9.7,79.8,10801,5293,5509,356.7,39.8,0.7,7.480461481,56960.72919,67.4352,33.397053,4.0,3.0,18.3,4
Belgium,2010,75.55087638,129,1.86,29.7,91.9775,105,9.7,80.0,10878,5333,5545,359.3,40.0,0.72,7.04379562,56697.01024,72.7371,34.989502,3.9,2.7,18.2,5
Belgium,2011,74.50937015,126,1.82,29.8,95.67575,104,9.5,80.4,10956,5374,5582,361.8,40.1,0.71,5.838108883,57277.8636,76.5078,34.612984,3.7,2.5,18.6,6
Belgium,2012,74.88342077,126,1.8,30.0,97.8135,109,9.9,80.3,11031,5414,5617,364.3,40.2,0.66,6.411149826,57740.90477,77.7137,35.316551,3.8,2.3,17.9,7
Belgium,2013,75.69869264,124,1.76,30.1,98.962,109,9.9,80.5,11103,5453,5651,366.7,40.3,0.64,5.912863071,58312.80648,80.0478,35.535332,3.4,2.2,16.6,8
Belgium,2014,76.05893121,123,1.74,30.3,98.417,105,9.4,81.1,11177,5492,5684,369.1,40.4,0.68,3.298900367,58637.19022,82.8041,36.855022,3.6,2.2,16.5,9
Belgium,2015,75.88194215,121,1.7,30.4,100.0,111,9.9,80.9,11248,5532,5717,371.5,40.5,0.6,4.672,58239.58513,81.825,36.857422,4.0,2.2,16.2,10
Belgium,2016,76.1814967,121,1.68,30.5,102.6405,108,9.6,81.3,11317,5570,5747,373.8,40.5,0.62,3.701298701,58364.7214,84.7857,37.503956,3.9,2.1,16.3,11
Belgium,2017,76.6312851,119,1.65,30.6,106.37275,110,9.7,81.4,11384,5607,5777,376.0,40.6,0.58,4.190296156,57956.77495,85.9684,40.257053,3.9,2.0,14.8,12
Belgium,2018,76.97659639,118,1.62,30.7,109.41525,111,9.7,81.5,11449,5643,5806,378.1,40.6,0.55,3.408756979,58270.11101,87.2725,40.638546,3.9,2.0,15.2,13
Canada,2005,80.63510098,336,1.54,29.6,56.9328549,230,7.2,80.1,32216,15967,16249,3.5,37.6,0.96,21.25,46335.08508,64.3,45.976749,4.6,2.2,11.3,0
Canada,2006,80.3060862,347,1.59,29.6,63.95037407,228,7.0,80.5,32532,16125,16407,3.6,37.9,0.99,21.12332112,47753.65616,68.1,46.881516,4.6,2.3,11.0,1
Canada,2007,80.66312831,364,1.65,29.7,71.75355895,235,7.2,80.5,32862,16288,16575,3.6,38.1,1.03,20.80823529,49148.17017,72.7,48.181564,4.5,2.2,10.7,2
Canada,2008,80.74679153,373,1.68,29.8,74.14010648,239,7.2,80.7,33219,16463,16756,3.7,38.3,1.12,20.45454546,49993.0186,74.6,48.706802,4.4,2.1,10.9,3
Czechia,2008,78.20375468,119,1.51,29.3,100.8,105,10.1,77.2,10379,5084,5295,134.4,38.3,0.42,17.87301988,24165.34644,45.8625,14.498895,5.1,3.0,13.0,3
Czechia,2009,78.44943498,118,1.51,29.4,96.925,107,10.3,77.3,10422,5109,5313,135.0,38.5,0.4,15.10501797,24068.57889,54.1836,15.544437,4.6,2.8,13.6,4
Czechia,2010,78.51770289,116,1.51,29.6,95.225,107,10.2,77.6,10465,5134,5330,135.5,38.7,0.43,15.79850307,24808.31447,60.5179,16.764982,4.5,2.9,13.9,5
Czechia,2011,78.84272285,109,1.43,29.7,95.25,107,10.2,77.8,10496,5153,5344,136.0,38.9,0.18,16.3296567,25010.46422,66.6342,18.243177,4.3,2.7,14.7,6
Czechia,2012,79.55236194,108,1.45,29.7,93.85,108,10.3,78.0,10511,5161,5350,136.1,39.2,0.1,15.26297988,25056.26199,72.5515,19.277992,4.3,2.5,15.2,7
Czechia,2013,80.77609747,107,1.46,29.8,93.875,109,10.4,78.2,10515,5163,5351,136.2,39.6,-0.04,15.37883532,24900.04816,72.6166,20.45986,4.1,2.7,14.5,8
Czechia,2014,81.16283232,109,1.53,29.9,96.175,106,10.0,78.8,10517,5166,5351,136.2,40.0,0.09,16.2545602,25425.17452,77.9899,21.51013,4.3,2.5,13.7,9
Czechia,2015,81.46559712,110,1.57,30.0,100.0,111,10.6,78.6,10524,5172,5352,136.3,40.3,0.04,16.45515416,26172.85816,78.9753,22.186741,4.6,2.5,12.6,10
Czechia,2016,82.46608243,112,1.63,30.0,107.15,108,10.2,79.0,10528,5177,5351,136.4,40.7,0.03,16.02343084,27097.1678,81.65,22.971544,4.8,2.4,12.0,11
Czechia,2017,83.3489664,113,1.68,30.0,119.7,111,10.6,79.0,10531,5181,5350,136.4,41.1,0.04,15.61401089,28482.1251,83.2351,23.927534,5.0,2.4,12.8,12
Czechia,2018,84.20601304,112,1.71,30.1,130.0,113,10.7,79.0,10535,5186,5349,136.5,41.5,0.02,15.12741386,29990.70069,86.3574,24.262077,5.1,2.3,12.3,13
Czechia,2019,84.40089177,110,1.71,30.1,141.9,112,10.6,79.2,10537,5189,5348,136.5,41.9,0.02,14.71433226,31236.45301,86.9996,24.212393,5.1,2.3,10.7,14
Czechia,2020,84.44375256,107,1.71,30.1,153.85,125,11.8,78.6,10531,5187,5343,136.4,42.2,-0.13,12.37286209,30912.16252,88.0204,24.853664,4.2,2.0,10.9,15
Denmark,2005,82.09084122,65,1.8,30.2,82.97095743,55,10.1,78.2,5436,2691,2745,128.2,38.5,0.39,10.16733044,52618.29495,74.9174,33.544121,6.7,2.8,11.8,0
Denmark,2006,82.67610824,65,1.84,30.3,102.9257573,56,10.2,78.2,5458,2702,2755,128.7,38.8,0.4,10.17206126,53504.7617,78.7298,34.719662,6.7,2.6,12.0,1
Denmark,2007,81.95846844,64,1.85,30.4,105.6767642,56,10.2,78.3,5480,2714,2766,129.3,39.0,0.4,9.850297951,54101.2627,78.0544,30.903458,6.7,2.6,10.6,2
Denmark,2008,81.34561987,65,1.88,30.4,100.2002505,55,10.0,78.7,5503,2726,2776,129.8,39.2,0.44,10.18354903,54817.45942,81.8811,31.126369,6.8,2.7,11.0,3
Denmark,2009,81.05529418,63,1.84,30.5,88.19722049,55,10.0,79.0,5526,2739,2788,130.4,39.4,0.42,10.17200506,56145.47174,82.534,32.001427,6.0,2.7,11.2,4
Denmark,2010,81.15713083,63,1.86,30.6,90.67297668,54,9.8,79.2,5551,2752,2799,130.9,39.6,0.46,8.895098479,56776.1762,86.0984,33.002644,5.6,2.6,10.1,5
Denmark,2011,81.14807314,59,1.76,30.7,89.12222281,53,9.5,79.8,5576,2765,2811,131.5,39.7,0.44,7.947197254,56477.18035,90.0828,33.662952,4.9,2.6,10.5,6
Denmark,2012,81.06167345,58,1.73,30.8,86.74696687,52,9.4,80.1,5601,2778,2823,132.1,39.9,0.45,6.999844876,56392.86456,91.9976,34.639698,5.1,2.8,11.6,7
Denmark,2013,81.05745097,56,1.66,30.8,90.09772524,53,9.4,80.3,5625,2791,2834,132.7,40.2,0.42,6.768911945,56786.74813,92.7135,35.204632,4.9,3.4,10.6,8
Denmark,2014,81.07625145,57,1.69,30.9,93.49873375,52,9.1,80.6,5651,2805,2846,133.3,40.4,0.47,6.323865695,57870.4064,93.1202,35.667145,5.0,3.4,11.0,9
Denmark,2015,81.53335118,58,1.72,31.0,100.0,53,9.3,80.7,5678,2819,2859,133.9,40.6,0.48,5.836048113,58890.23365,91.74,36.565422,5.1,2.9,9.7,10
Denmark,2016,81.9019453,61,1.78,31.0,104.7265118,53,9.3,80.9,5707,2835,2872,134.6,40.8,0.54,5.732628038,58879.14127,94.3436,37.766045,5.4,3.0,9.9,11
Denmark,2017,82.23606257,60,1.75,31.1,109.3777734,53,9.3,81.1,5737,2851,2886,135.3,40.9,0.53,5.296691966,59219.7467,97.0007,38.889214,5.5,2.6,9.8,12
Denmark,2018,82.69256789,60,1.73,31.2,114.5287863,55,9.6,81.0,5767,2866,2900,136.0,41.1,0.5,4.86320601,59730.57655,92.6641,39.44791,5.6,2.6,9.7,13
France,2006,76.89880205,786,1.97,29.8,95.825,516,8.5,80.7,60919,29513,31406,110.5,38.2,0.69,9.390746679,43989.84264,40.9315,26.183411,4.3,2.2,17.0,1
France,2010,77.18543739,798,2.02,30.0,100.575,541,8.7,81.4,62445,30225,32219,113.3,39.1,0.55,9.118807541,46386.11186,73.6061,29.006897,3.9,2.1,16.3,5
France,2014,78.75115661,774,1.98,30.3,101.925,547,8.6,82.5,63588,30761,32828,115.3,40.2,0.4,9.872102318,47318.5318,82.9556,33.539047,3.6,1.9,13.5,9
Germany,2005,78.96744434,673,1.34,29.4,83.34620837,830,10.2,79.3,81212,39535,41677,233.0,41.2,-0.07,16.81415929,48589.67094,61.6383,24.552816,4.7,2.4,11.8,0
Germany,2006,80.18956081,662,1.34,29.6,83.02120755,822,10.1,79.6,81178,39548,41630,232.9,41.6,-0.02,18.54252199,48580.36155,67.1077,23.947578,4.5,2.3,11.1,1
Germany,2007,80.72421279,673,1.37,29.8,81.24520311,827,10.2,79.7,81184,39589,41595,232.9,42.0,0.03,16.95906433,48432.54399,70.6745,24.299988,4.5,2.3,10.6,2
Germany,2008,80.88949571,674,1.38,29.9,82.34570586,845,10.4,79.8,81217,39653,41564,233.0,42.4,0.05,16.95906433,48649.56612,74.8754,25.400061,4.6,2.3,10.6,3
Germany,2009,81.41394179,660,1.36,30.1,83.02095755,856,10.5,79.9,81261,39728,41532,233.1,42.8,0.06,16.95859873,48659.32948,79.069,26.385326,4.6,2.3,10.7,4
Germany,2010,81.73321051,675,1.39,30.3,83.87120968,859,10.6,80.1,81325,39816,41509,233.3,43.2,0.1,16.69471558,49085.44182,82.4875,26.609148,4.7,2.3,11.2,5
Germany,2011,82.26742186,673,1.39,30.4,86.79721699,853,10.5,80.4,81423,39921,41503,233.6,43.6,0.14,16.94444444,50075.88824,83.2549,27.562323,4.6,2.3,11.2,6
Germany,2012,82.44997604,685,1.41,30.5,89.77272443,870,10.7,80.5,81546,40036,41509,234.0,43.9,0.16,16.30434783,50743.60189,85.4999,28.121572,4.8,2.2,10.8,7
Germany,2013,82.81313889,692,1.42,30.7,92.5982315,895,11.0,80.5,81681,40156,41525,234.3,44.2,0.17,14.32328767,51221.47315,87.747,28.47327,4.6,2.1,11.2,8
Germany,2014,83.05682383,720,1.47,30.8,95.49898875,872,10.7,80.9,81859,40291,41568,234.8,44.5,0.27,17.1875,52080.36012,89.4741,27.057884,4.8,2.1,11.2,9
Germany,2015,83.05209989,740,1.51,30.8,100.0,927,11.3,80.6,82073,40435,41638,235.5,44.7,0.26,16.13722999,53277.93379,90.2891,27.638235,4.9,2.0,10.9,10
Germany,2016,83.32971081,784,1.59,30.8,107.5272688,911,11.1,80.8,82331,40590,41742,236.2,44.9,0.37,15.82914573,54093.91047,92.1352,28.291723,5.0,2.0,10.6,11
Germany,2017,83.5658206,783,1.58,31.0,114.1037853,933,11.3,80.9,82624,40751,41874,237.0,45.0,0.34,14.4278607,54663.85502,92.8571,28.58337,4.9,1.9,9.9,12
Germany,2018,83.9550235,779,1.56,31.1,121.6808042,908,11.0,81.2,82897,40895,42002,237.8,45.0,0.32,15.44439048,55442.56369,94.3939,29.065134,5.4,1.8,10.0,13
Germany,2019,84.41830996,772,1.54,31.2,128.7073218,893,10.8,81.6,83148,41024,42125,238.5,45.0,0.29,13.98721731,56332.16095,94.8293,29.900126,5.0,1.8,9.6,14
Germany,2020,83.5457525,760,1.52,31.1,138.6848467,972,11.7,81.1,83329,41115,42214,239.1,45.0,0.15,14.20261755,55920.66909,95.7951,31.255043,4.5,1.7,9.7,15
Greece,2006,74.2184091,112,1.38,30.0,154.57875,108,9.8,79.7,11106,5515,5591,84.9,39.1,-0.1,17.72575251,33192.70113,23.1227,22.428827,5.2,1.2,3.4,1
Greece,2010,75.14086462,111,1.45,30.4,152.88,110,10.0,80.5,11034,5450,5584,84.3,40.5,-0.22,9.90990991,32664.85564,46.3512,24.744848,5.1,1.2,3.2,5
